Player,Average speed
OLPiX,1669
Ryzow,1584
peseta,1573
shaolon,1569
Maru,1566
Arch.moe,1534
B-Lain,1529
ReaLize,1527
Burn,1525
Retra,1524
akikansu,1522
WEAGLE,1517
Tenhow,1515
Haru,1514
mikan,1506
Tenon,1500
Nemoto Putti,1494
Alexandre,1493
Krilin,1490
AKKINN,1489
Kanra,1468
masa,1468
Nick,1455
Lil PLASMA,1408
